name,sex,event,age,bodyweightkg,weightclasskg,best3squatkg,best3benchkg,best3deadliftkg,totalkg,date
Christoffer Nygård,M,SBD,17.5,112.9,120,135.0,67.5,145.0,347.5,2013-12-14
Andreas Michalsen,M,SBD,22.5,106.1,120,170.0,110.0,200.0,480.0,2013-12-14
Gro-Berit Stavheim,F,SBD,48.5,71.9,72,107.5,65.0,140.0,312.5,2013-12-21
Edvard Heimen,M,SBD,24.5,90.6,93,210.0,190.0,265.0,665.0,2013-12-21
Arild Bokneberg,M,SBD,34.5,98.8,105,200.0,160.0,235.0,595.0,2012-06-16
Jøran Langset,M,SBD,35.5,80.55,83,210.0,145.0,247.5,602.5,2013-06-15
Jarle Bjørgo Onarheim,M,SBD,26.5,92.1,93,200.0,180.0,250.0,630.0,2019-05-11
Ingar Merli,M,SBD,45.5,102.9,105,190.0,150.0,265.0,605.0,2011-05-25
Isabel Carina Nakken Cloin,F,SBD,29.5,83.0,84,172.5,90.0,200.0,462.5,2018-06-16
Benjamin Rastum,M,SBD,18.5,89.9,93,215.0,135.0,230.0,580.0,2018-06-16
Jarle Bjørgo Onarheim,M,SBD,25.5,92.5,93,225.0,160.0,230.0,615.0,2018-06-16
Torgeir Skoge,M,SBD,44.5,104.9,105,220.0,155.0,235.0,610.0,2018-06-16
Julie Berger Johansen,F,SBD,24.5,82.55,84,177.5,87.5,182.5,447.5,2017-12-16
Line Solheim,F,SBD,48.5,70.65,72,85.0,60.0,120.0,265.0,2017-12-16
Fredrik Ingebrigtsen,M,SBD,20.5,88.7,90,182.5,155.0,225.0,562.5,2010-01-16
Stine Liverød,F,SBD,24.5,72.0,72,160.0,97.5,160.0,417.5,2017-06-10
Andre Sørlie Nilsen,M,SBD,17.5,82.9,83,205.0,120.0,245.0,570.0,2017-06-10
Jacob Florelius,M,SBD,18.5,83.0,83,195.0,152.5,242.5,590.0,2017-06-10
Nora Kristin Larsen,F,SBD,17.5,70.4,72,97.5,62.5,140.0,300.0,2019-06-15
Kirsti Løken,F,SBD,64.5,62.1,63,100.0,57.5,132.5,290.0,2019-06-15
Herman Lied Meyer,M,SBD,14.5,81.75,83,132.5,85.0,150.0,367.5,2019-06-15
Simen Johnson Myrvold,M,SBD,19.0,75.55,83,205.0,155.0,225.0,585.0,2019-06-15
Nikita Alslie,F,SBD,18.5,63.0,63,127.5,77.5,130.0,335.0,2019-06-15
Daniel Andersen Nilsen,M,SBD,17.5,54.95,59,137.5,85.0,152.5,375.0,2019-06-15
Germe Wimpaye,M,SBD,22.5,79.0,83,205.0,125.0,262.5,592.5,2019-06-15
Yasmina Juliette Havnen,F,SBD,14.0,69.92,72,110.0,57.5,130.0,297.5,2017-09-02
Bjarne Havnen,M,SBD,48.5,121.2,120+,190.0,155.0,225.0,570.0,2017-09-02
Oddbjørn Viken,M,SBD,55.5,93.45,105,157.5,115.0,180.0,452.5,2017-09-02
Jøran Langset,M,SBD,44.5,76.0,83,205.0,120.0,225.0,550.0,2022-06-11
Germe Wimpaye,M,SBD,20.5,78.0,83,180.0,115.0,230.0,525.0,2017-09-18
Solveig Röngevær,F,SBD,19.5,64.8,72,110.0,65.0,140.0,315.0,2017-12-16
Anne Sofie Skjerlie Engan,F,SBD,50.5,79.5,84,90.0,67.5,130.0,287.5,2017-12-16
Jarle Bjørgo Onarheim,M,SBD,24.5,87.7,93,212.5,142.5,210.0,565.0,2017-12-16
Jenny Heyerdahl Bryhni,F,SBD,25.5,84.0,84,180.0,100.0,187.5,467.5,2019-09-21
Kirsti Løken,F,SBD,64.5,63.4,72,100.0,57.5,132.5,290.0,2019-09-21
Linda Kåda Høiland,F,SBD,35.5,58.5,63,92.5,60.0,142.5,295.0,2015-12-19
Marius Arhaug,M,SBD,21.5,73.85,74,182.5,127.5,197.5,507.5,2022-06-11
Oddbjørn Viken,M,SBD,57.5,97.82,105,162.5,120.0,200.0,482.5,2019-12-14
Lene Einarsen,F,SBD,59.5,75.83,76,72.5,72.5,75.0,220.0,2023-02-18
Bård Arve Havnerås,M,SBD,50.5,115.0,120,182.5,170.0,230.0,582.5,2013-04-12
Christer B. Larsen,M,SBD,24.5,109.5,120,265.0,232.5,245.0,742.5,2011-12-10
Kristina Grimstad Nordstrand,F,SBD,43.5,85.1,84+,150.0,87.5,172.5,410.0,2022-11-11
Birgitte Lorentzen,F,SBD,41.5,104.87,84+,120.0,72.5,130.0,322.5,2017-09-09
Tove Michalsen,F,SBD,57.5,85.64,84+,100.0,57.5,130.0,287.5,2017-09-09
Johannes Kristensen,M,SBD,19.5,81.32,83,200.0,127.5,230.0,557.5,2017-09-09
Mats Eirik Selfors,M,SBD,18.5,75.37,83,152.5,87.5,180.0,420.0,2017-09-09
Geir Øyvind Thorsen,M,SBD,30.5,104.55,105,270.0,165.0,265.0,700.0,2017-12-16
Truls Moe,M,SBD,28.5,106.2,120,252.5,177.5,275.0,705.0,2017-05-06
Kristina Grimstad Nordstrand,F,SBD,39.5,82.53,84,127.5,80.0,150.0,357.5,2018-12-15
Marius Arhaug,M,SBD,17.5,72.62,74,165.0,107.5,195.0,467.5,2018-12-15
Magnus Varpen Langleite,M,SBD,20.5,72.13,74,160.0,130.0,170.0,460.0,2018-12-15
Camilla Vik Nygård,F,SBD,18.5,51.57,52,110.0,67.5,130.0,307.5,2018-01-26
Eirin Herland,F,SBD,44.5,91.1,84+,75.0,65.0,110.0,250.0,2014-04-13
Harald Morten Haug,M,SBD,41.5,112.3,120,215.0,170.0,260.0,645.0,2011-08-20
Truls Moe,M,SBD,26.5,103.1,105,230.0,162.5,250.0,642.5,2015-12-12
Julian Sagøy,M,SBD,17.5,116.6,120,232.5,160.0,270.0,662.5,2015-12-12
Vidar Johansen,M,SBD,50.5,106.1,120,247.5,160.0,252.5,660.0,2015-12-12
Erik Røen,M,SBD,17.5,114.6,120,192.5,135.0,245.0,572.5,2014-02-22
Selma Karoline Matilde Ramberg,F,SBD,16.5,50.75,52,105.0,75.0,125.5,305.5,2018-04-26
Nikita Alslie,F,SBD,17.5,62.55,63,132.5,75.5,130.0,338.0,2018-04-26
Juliane Slettnes,F,SBD,16.5,61.85,63,110.0,70.0,130.0,310.0,2018-04-26
Sofie Horne,F,SBD,16.5,78.15,84,130.0,75.0,157.5,362.5,2018-04-26
Camilla Vik Nygård,F,SBD,18.5,50.4,52,107.5,72.5,122.5,302.5,2018-04-26
Irina Melkild,F,SBD,20.5,49.5,52,105.0,72.5,97.5,275.0,2018-04-26
Rebekka Tao Jacobsen,F,SBD,21.5,54.8,57,135.5,65.0,140.0,340.5,2018-04-26
Elisabeth Sletten,F,SBD,22.5,54.7,57,95.0,75.0,147.5,317.5,2018-04-26
Mia Margrethe Ramberg Storstad,F,SBD,18.5,54.4,57,105.0,65.0,120.0,290.0,2018-04-26
Katrine Sundal Haune,F,SBD,22.5,62.0,63,143.0,93.0,145.0,381.0,2018-04-26
Frida Aung,F,SBD,20.5,60.4,63,137.5,85.0,150.0,372.5,2018-04-26
Solveig Röngevær,F,SBD,20.5,62.9,63,117.5,70.0,147.5,335.0,2018-04-26
Dina Lorentzen,F,SBD,18.5,67.95,72,147.5,90.0,180.5,418.0,2018-04-26
Malene Joensen,F,SBD,22.5,70.9,72,162.5,85.0,160.0,407.5,2018-04-26
Isabell Adolfsen,F,SBD,18.5,66.3,72,140.0,77.5,175.0,392.5,2018-04-26
Sarah Nilsen Evensen,F,SBD,22.5,65.35,72,107.5,87.5,130.0,325.0,2018-04-26
Karoline Tanche-Larsen,F,SBD,22.5,83.6,84,170.0,100.0,160.0,430.0,2018-04-26
Sandra Persson,F,SBD,22.5,74.6,84,150.0,77.5,181.0,408.5,2018-04-26
Jane Kvelland Berntsen,F,SBD,48.5,56.7,57,105.0,62.5,125.0,292.5,2018-04-26
Julie Dahle,F,SBD,39.5,61.3,63,135.0,90.0,145.0,370.0,2018-04-26
Manuela Pischel-Bakker,F,SBD,41.0,60.0,63,140.0,80.0,140.0,360.0,2018-04-26
Hege Velten,F,SBD,44.5,61.65,63,100.0,60.0,120.0,280.0,2018-04-26
Lise Reierskog,F,SBD,40.5,71.6,72,140.0,85.0,165.0,390.0,2018-04-26
Karen Tvedt,F,SBD,41.0,81.45,84,178.0,85.0,177.5,440.5,2018-04-26
Kristina Grimstad Nordstrand,F,SBD,39.5,82.1,84,120.0,75.0,145.0,340.0,2018-04-26
Birgitte Lorentzen,F,SBD,42.5,108.6,84+,137.5,80.0,150.0,367.5,2018-04-26
Eirin Herland,F,SBD,48.5,96.95,84+,110.0,70.0,135.0,315.0,2018-04-26
Ingeborg Gjone,F,SBD,56.5,55.05,57,87.5,47.5,117.5,252.5,2018-04-26
Hege Berntsen,F,SBD,49.5,69.45,72,112.5,50.0,145.0,307.5,2018-04-26
Line Solheim,F,SBD,49.5,70.4,72,100.0,62.5,130.0,292.5,2018-04-26
Inger Blikra,F,SBD,56.5,82.5,84,150.0,110.0,175.5,435.5,2018-04-26
Gro-Berit Stavheim,F,SBD,53.5,77.5,84,132.5,77.5,157.5,367.5,2018-04-26
Rita Pernille Bråthen,F,SBD,49.5,94.0,84+,137.5,72.5,160.0,370.0,2018-04-26
Tove Michalsen,F,SBD,58.5,87.65,84+,115.0,62.5,137.5,315.0,2018-04-26
Daniel Andersen Nilsen,M,SBD,16.5,52.35,53,143.0,77.5,142.5,363.0,2018-04-26
Lars Engø-Monsen,M,SBD,15.5,64.2,66,165.0,120.0,177.5,462.5,2018-04-26
Simen Johnson Myrvold,M,SBD,17.5,73.5,74,170.0,137.5,210.0,517.5,2018-04-26
Marius Arhaug,M,SBD,17.5,73.35,74,147.5,102.5,185.0,435.0,2018-04-26
Kasper Høiland Andersen,M,SBD,17.5,78.0,83,177.5,110.0,205.0,492.5,2018-04-26
Bjørn Andre S. Westbye,M,SBD,16.5,118.25,120,260.0,120.0,260.0,640.0,2018-04-26
Germe Wimpaye,M,SBD,21.5,73.6,74,187.5,117.5,235.0,540.0,2018-04-26
Sindre Mobraaten,M,SBD,22.5,82.45,83,231.0,145.0,265.0,641.0,2018-04-26
Jacob Florelius,M,SBD,19.5,82.55,83,205.0,167.5,250.0,622.5,2018-04-26
Sondre Engkvist,M,SBD,22.5,91.85,93,240.0,160.0,265.0,665.0,2018-04-26
Joel Immanuel Vikesland,M,SBD,20.5,92.15,93,212.5,145.0,290.0,647.5,2018-04-26
Andre Sørlie Nilsen,M,SBD,18.5,91.3,93,232.5,145.0,252.5,630.0,2018-04-26
Thomas Lillejord,M,SBD,19.5,90.1,93,200.0,155.0,227.5,582.5,2018-04-26
Mathias Hergot,M,SBD,18.5,90.35,93,210.0,145.0,220.0,575.0,2018-04-26
Per Jørgen Gundersen,M,SBD,19.5,91.5,93,205.0,147.5,210.0,562.5,2018-04-26
Marton Hodnefjell,M,SBD,22.5,85.15,93,185.0,140.0,230.0,555.0,2018-04-26
Damian Steinke,M,SBD,20.5,104.0,105,270.5,167.5,305.0,743.0,2018-04-26
Tarald Knudsen Øvrebø,M,SBD,22.5,103.55,105,272.5,170.0,270.0,712.5,2018-04-26
Aksel Stavheim,M,SBD,22.5,96.8,105,225.0,167.5,250.0,642.5,2018-04-26
Joar Finsaas,M,SBD,18.5,101.15,105,210.0,127.5,235.0,572.5,2018-04-26
Christoffer Nygård,M,SBD,22.5,116.25,120,230.0,142.5,252.5,625.0,2018-04-26
Erik Røen,M,SBD,21.5,139.5,120+,325.0,187.5,330.0,842.5,2018-04-26
Jøran Langset,M,SBD,40.5,75.5,83,220.5,130.0,240.0,590.5,2018-04-26
Vebjørn Brastad,M,SBD,47.5,82.4,83,155.0,115.0,200.0,470.0,2018-04-26
Ruben Hoffman Gjelsnes,M,SBD,44.5,91.45,93,210.0,130.0,250.0,590.0,2018-04-26
Trond Borgli,M,SBD,39.5,90.95,93,195.0,177.5,195.0,567.5,2018-04-26
Bjørn Gunnar Johansen,M,SBD,46.5,110.5,120,270.0,202.5,300.0,772.5,2018-04-26
Georg Øksendal,M,SBD,44.5,119.25,120,230.0,182.5,250.0,662.5,2018-04-26
Harald Morten Haug,M,SBD,48.5,113.35,120,212.5,165.0,250.0,627.5,2018-04-26
Alexander Nilsson,M,SBD,47.5,133.45,120+,275.0,205.0,285.0,765.0,2018-04-26
Ørjan Leirheim,M,SBD,42.5,133.5,120+,277.5,197.5,277.5,752.5,2018-04-26
Terje Myrvold,M,SBD,50.5,73.3,74,140.0,105.0,150.0,395.0,2018-04-26
Geir Ottar Olsen,M,SBD,52.5,82.0,83,170.0,125.0,220.0,515.0,2018-04-26
Geir Bedin,M,SBD,49.5,82.5,83,215.0,52.5,230.0,497.5,2018-04-26
Bengt Eide-Olsen,M,SBD,56.5,92.8,93,195.0,155.0,212.5,562.5,2018-04-26
Oddbjørn Viken,M,SBD,56.5,92.0,93,160.0,117.5,190.0,467.5,2018-04-26
Odd Arne Opstad,M,SBD,49.5,104.0,105,250.0,170.0,280.0,700.0,2018-04-26
Jim Ljungquist,M,SBD,50.5,118.5,120,215.0,187.5,270.0,672.5,2018-04-26
Ronny Andersen,M,SBD,53.5,119.85,120,226.0,160.0,255.0,641.0,2018-04-26
Ove Fosse,M,SBD,49.5,109.35,120,190.0,120.0,215.0,525.0,2018-04-26
Tormod Andersen,M,SBD,61.5,79.7,83,190.0,110.0,215.0,515.0,2018-04-26
Morten Rygh,M,SBD,59.5,92.15,93,155.0,90.0,197.5,442.5,2018-04-26
Eskild Sommernes,M,SBD,59.5,99.5,105,140.0,122.5,225.0,487.5,2018-04-26
Vidar Alexander Ringvold,M,SBD,62.5,109.4,120,200.0,152.5,190.0,542.5,2018-04-26
Inger-Lene Sunnarvik,F,SBD,20.5,72.0,72,110.0,75.0,130.0,315.0,2013-10-11
Simon Bråthe Johansen,M,SBD,18.5,72.8,74,170.0,107.5,210.0,487.5,2013-05-24
Ann Kristin Olsen,F,SBD,44.5,56.0,57,100.0,85.0,110.0,295.0,2012-05-25
Katrine Sundal Haune,F,SBD,26.5,62.5,63,150.0,97.5,165.0,412.5,2022-10-21
Jøran Langset,M,SBD,44.5,78.69,83,225.0,130.0,240.0,595.0,2022-10-21
Erik Røen,M,SBD,18.5,122.9,120+,235.0,152.5,280.0,667.5,2015-03-07
Vidar Johansen,M,SBD,50.5,104.6,105,220.0,162.5,235.0,617.5,2015-03-07
Tuva Lierhagen,F,SBD,14.5,91.05,84+,75.0,65.0,120.0,260.0,2018-04-07
Stian Botnen,M,SBD,31.5,85.6,93,210.0,180.0,280.0,670.0,2012-02-04
Karen Hesthammer,F,SBD,27.5,51.9,52,120.0,80.0,140.0,340.0,2022-01-29
Frida Aung,F,SBD,24.5,62.9,63,125.0,85.0,150.0,360.0,2022-01-29
Ingeborg Gjone,F,SBD,60.5,55.7,57,95.0,55.0,125.0,275.0,2022-01-29
Sigurd Kjelvik Berg,M,SBD,27.5,82.8,83,225.0,135.0,245.0,605.0,2022-01-29
Ingvild Hansen,F,SBD,27.5,67.1,69,132.5,95.0,152.5,380.0,2022-01-29
Annemari Løberg Larsen,F,SBD,20.5,73.1,84,95.0,55.0,120.0,270.0,2013-12-14
Truls Moe,M,SBD,24.5,99.1,105,210.0,165.0,240.0,615.0,2013-12-14
Jorill Nese,F,SBD,21.5,68.0,72,125.0,80.0,130.0,335.0,2020-02-29
Serban Baci,M,SBD,26.5,78.85,83,210.0,150.0,240.0,600.0,2021-12-11
Anna Dorthea Espevik,F,SBD,14.5,69.35,72,100.0,83.0,115.0,298.0,2013-02-09
Even Bless Liland,M,SBD,21.5,105.0,105,222.5,175.0,260.0,657.5,2013-02-09
Ruth Sandbak Berge,F,SBD,21.5,67.1,72,140.0,65.0,167.5,372.5,2017-02-11
Sunniva Nordskog,F,SBD,30.5,62.28,63,125.0,87.5,165.0,377.5,2017-02-11
Monica S. Rasmussen,F,SBD,44.5,61.0,63,150.0,67.5,152.5,370.0,2017-02-11
Gina Bakke Bolstad,F,SBD,25.5,69.6,72,147.5,85.0,162.5,395.0,2017-02-11
Isabel Carina Nakken Cloin,F,SBD,28.5,81.7,84,171.0,82.5,180.0,433.5,2017-02-11
Anne Hellem,F,SBD,55.5,83.0,84,102.5,55.0,145.0,302.5,2017-02-11
Sebastian Bruvik,M,SBD,16.5,64.2,66,145.5,101.0,165.0,411.5,2017-02-11
Yngve Hopen,M,SBD,32.5,73.8,74,195.0,115.0,260.0,570.0,2017-02-11
Ørjan Leirheim,M,SBD,41.5,135.9,120+,275.0,202.5,272.5,750.0,2017-02-11
Torgeir Skoge,M,SBD,43.5,104.7,105,200.0,150.0,207.5,557.5,2017-02-11
Geir Arne Giseth,M,SBD,50.5,137.3,120+,260.0,183.0,300.5,743.5,2017-02-11
Iselin Rolseth,F,SBD,25.5,62.95,63,137.5,96.0,155.0,388.5,2017-02-11
Einar Naveen Møen,M,SBD,19.5,91.3,93,220.0,170.0,230.0,620.0,2022-12-17
Kristian Hansen Bruvik,M,SBD,27.5,112.6,120,280.0,150.0,300.0,730.0,2022-12-17
Geir Arne Giseth,M,SBD,55.5,122.9,120+,230.0,157.5,250.0,637.5,2022-12-17
Bengt Eide-Olsen,M,SBD,60.5,105.0,105,160.0,140.0,200.0,500.0,2022-12-17
Håkon Danielsen,M,SBD,18.5,75.6,83,160.0,120.0,200.0,480.0,2012-12-29
Fredrik Danielsen,M,SBD,20.5,83.1,93,155.0,125.0,232.5,512.5,2012-12-29
Bengt Eide-Olsen,M,SBD,50.5,98.7,105,150.0,127.5,185.0,462.5,2012-06-16
Sunniva Nordskog,F,SBD,28.5,61.4,63,120.0,77.5,145.0,342.5,2015-10-30
Jane Kvelland Berntsen,F,SBD,47.5,56.35,57,87.5,52.5,110.0,250.0,2017-04-08
Kristina Grimstad Nordstrand,F,SBD,43.5,85.45,84+,150.0,80.0,165.0,395.0,2022-01-28
Yasmina Juliette Havnen,F,SBD,14.0,66.15,72,95.0,52.5,105.0,252.5,2017-03-27
Yngve Hopen,M,SBD,27.5,65.4,66,130.0,102.5,180.0,412.5,2012-12-08
Geir Arne Giseth,M,SBD,45.5,138.2,120+,260.0,180.0,300.0,740.0,2012-12-08
Isabell Adolfsen,F,SBD,17.5,67.2,72,125.0,72.5,155.0,352.5,2017-02-24
Nikita Alslie,F,SBD,16.5,65.4,72,125.0,72.5,145.0,342.5,2017-02-24
Manuela Pischel-Bakker,F,SBD,39.0,57.0,57,115.0,67.5,117.5,300.0,2017-02-24
Jane Kvelland Berntsen,F,SBD,47.5,56.6,57,85.0,45.0,95.0,225.0,2017-02-24
Isabell Adolfsen,F,SBD,20.5,71.7,72,150.0,97.5,182.5,430.0,2020-12-19
Herman Lied Meyer,M,SBD,15.5,91.85,93,182.5,132.5,182.5,497.5,2020-12-19
Terje Myrvold,M,SBD,52.5,79.05,83,140.0,105.0,180.0,425.0,2020-12-19
Julie Fosseide,F,SBD,20.5,54.4,57,85.0,57.5,100.0,242.5,2013-05-10
Germe Wimpaye,M,SBD,19.5,77.8,83,157.5,102.5,200.0,460.0,2016-03-02
Anne Hellem,F,SBD,58.5,89.3,84+,100.0,62.5,135.0,297.5,2020-10-05
Silje Haube,F,SBD,20.5,75.85,84,107.5,87.5,130.0,325.0,2015-09-12
Camilla Vik Nygård,F,SBD,17.5,54.2,57,100.0,60.0,110.0,270.0,2017-02-10
Julie Berger Johansen,F,SBD,21.5,71.2,72,127.5,60.0,137.5,325.0,2014-12-20
Ingvild Hansen,F,SBD,20.0,65.3,72,85.0,62.5,117.5,265.0,2014-12-20
Jenny Marie Johansen,F,SBD,25.0,69.1,72,105.0,75.0,130.0,310.0,2014-12-20
Hans Jørgen Fjeld,M,SBD,14.5,58.9,59,85.0,77.5,120.0,282.5,2014-12-20
Marthe Engskar Ramsrud,F,SBD,14.5,68.1,72,90.0,67.5,100.0,257.5,2014-12-13
Kamilla Kolvig,F,SBD,24.5,71.2,72,135.0,67.5,160.0,362.5,2014-12-13
Eva Engskar,F,SBD,40.5,86.5,84+,105.0,112.5,147.5,365.0,2014-12-13
Kristian Lorentzen,M,SBD,20.5,92.0,93,167.5,150.0,185.0,502.5,2015-12-12
Edvard Heimen,M,SBD,26.5,97.4,105,230.0,192.5,265.0,687.5,2015-12-12
Sondre Granheim,M,SBD,19.5,80.6,83,150.0,140.0,190.0,480.0,2013-12-14
Linda Zahl Pedersen,F,SBD,18.5,84.8,84+,117.5,60.0,150.0,327.5,2014-12-20
Veronica Opdal,F,SBD,28.5,71.1,72,132.5,100.0,160.0,392.5,2014-12-20
Tove Michalsen,F,SBD,54.5,83.9,84,70.0,50.0,100.0,220.0,2014-12-20
John Ivar Pettersen,M,SBD,14.5,72.9,74,155.0,100.0,175.0,430.0,2014-12-20
Mats Eirik Selfors,M,SBD,15.5,72.6,74,130.0,72.5,160.0,362.5,2014-12-20
Christoffer Nygård,M,SBD,18.5,108.5,120,165.0,105.0,200.0,470.0,2014-12-20
Andreas Michalsen,M,SBD,23.5,100.0,105,185.0,122.5,210.0,517.5,2014-12-20
Jan-Roger Johansen,M,SBD,46.5,103.4,105,272.5,140.0,272.5,685.0,2014-12-20
Camilla Hatlem,F,SBD,22.5,76.1,84,145.0,97.5,162.5,405.0,2021-11-06
Karen Tvedt,F,SBD,44.0,75.5,76,160.0,87.5,170.0,417.5,2021-11-06
Yngve Hopen,M,SBD,36.5,72.3,74,220.0,122.5,260.0,602.5,2021-11-06
Toni Johannessen Amengual,M,SBD,28.5,103.2,105,300.0,200.0,341.0,841.0,2021-11-06
Fredrik Danielsen,M,SBD,23.5,93.8,105,195.0,135.0,255.0,585.0,2015-12-19
Marius Arhaug,M,SBD,18.5,72.9,74,160.0,120.0,190.0,470.0,2019-12-14
Charito A Kløvstad,F,SBD,71.5,55.95,57,75.0,47.5,120.0,242.5,2023-02-04
Kristian Lorentzen,M,SBD,20.5,87.9,93,155.0,150.0,180.0,485.0,2015-07-11
Jenny Heyerdahl Bryhni,F,SBD,25.5,84.7,84+,172.5,92.5,182.5,447.5,2019-04-13
Heidi Hille Arnesen,F,SBD,48.5,84.0,84,165.0,97.5,190.0,452.5,2019-04-13
Sindre Mobraaten,M,SBD,23.5,99.3,105,280.0,167.5,300.0,747.5,2019-04-13
Runi Hammerø Sparby,F,SBD,41.5,94.1,84+,150.0,82.5,170.0,402.5,2019-12-14
Helge Hansen,M,SBD,37.5,91.6,93,245.0,150.0,250.0,645.0,2017-12-02
Ove Fosse,M,SBD,48.5,108.9,120,187.5,117.5,205.0,510.0,2017-12-02
Inger-Lene Sunnarvik,F,SBD,20.5,72.1,84,100.0,60.0,120.0,280.0,2013-03-12
Karen Hesthammer,F,SBD,18.5,52.0,52,97.5,67.5,117.5,282.5,2013-10-05
Lene Einarsen,F,SBD,49.5,70.9,72,60.0,50.0,95.0,205.0,2013-10-05
Jøran Langset,M,SBD,35.5,77.9,83,215.0,140.0,250.0,605.0,2013-10-05
Vetle Velle,M,SBD,16.5,92.5,93,190.0,115.0,240.0,545.0,2020-10-17
Kamilla Kolvig,F,SBD,26.5,62.95,63,130.0,65.0,170.0,365.0,2016-03-05
Erik Elvsvingen,M,SBD,25.5,91.65,93,205.0,140.0,240.0,585.0,2016-03-05
Julie Fosseide,F,SBD,24.5,56.0,57,115.0,75.0,145.0,335.0,2017-09-23
Kasper Høiland Andersen,M,SBD,20.5,89.05,93,215.0,140.0,250.0,605.0,2021-12-11
Selma Karoline Matilde Ramberg,F,SBD,16.5,51.15,52,90.0,72.5,100.0,262.5,2018-02-03
Mia Margrethe Ramberg Storstad,F,SBD,18.5,55.1,57,107.5,62.5,110.0,280.0,2018-02-03
Dina Lorentzen,F,SBD,18.5,70.2,72,142.5,90.0,180.0,412.5,2018-02-03
Maren Småbakk Arnesen,F,SBD,19.5,71.35,72,130.0,95.0,110.0,335.0,2018-02-03
Irene Johansen,F,SBD,49.5,61.8,63,117.5,57.5,155.0,330.0,2018-02-03
Sondre Engkvist,M,SBD,22.5,92.5,93,240.0,155.0,265.0,660.0,2018-02-03
Anders Joakim Halland,M,SBD,25.5,82.2,83,210.0,145.0,270.0,625.0,2018-02-03
Kim-Raino Rølvåg,M,SBD,28.5,79.75,83,225.0,175.0,245.0,645.0,2015-12-19
Hege Berge,F,SBD,33.5,56.7,57,110.0,65.0,125.0,300.0,2016-08-20
Jøran Langset,M,SBD,35.5,81.4,83,200.0,132.5,235.0,567.5,2013-01-12
Roger Eriksen,M,SBD,53.0,103.4,105,190.0,150.0,230.0,570.0,2013-12-07
Silvia Kapstad,F,SBD,22.5,71.7,72,150.0,97.5,172.5,420.0,2019-03-16
Magnus Eide Knutsen,M,SBD,20.5,82.7,83,162.5,137.5,155.0,455.0,2019-03-16
Håkon Berge Berntsen,M,SBD,19.5,89.8,93,182.5,130.0,235.0,547.5,2019-03-16
Anne Hellem,F,SBD,54.5,84.0,84,105.0,55.0,135.0,295.0,2016-10-22
Sunniva Nordskog,F,SBD,26.5,57.0,57,92.5,62.5,135.0,290.0,2013-12-20
Jarle Aaberg,M,SBD,54.5,103.5,105,205.0,160.0,225.0,590.0,2013-12-20
Joakim Eriksson Aas,M,SBD,18.5,98.05,105,210.0,150.0,242.5,602.5,2022-06-11
Liz Tobiassen,F,SBD,14.5,57.25,63,90.0,52.5,122.5,265.0,2019-12-21
Yngve Hopen,M,SBD,26.5,71.8,74,130.0,105.0,210.0,445.0,2011-12-10
Geir Arne Giseth,M,SBD,44.5,137.7,120+,250.0,180.0,310.0,740.0,2011-12-10
Einar Naveen Møen,M,SBD,15.5,78.4,83,125.0,95.0,135.0,355.0,2018-05-19
Monica Dahle,F,SBD,43.5,55.1,57,130.0,75.0,125.0,330.0,2022-10-01
Kasper Høiland Andersen,M,SBD,17.5,73.9,74,150.0,100.0,200.0,450.0,2018-02-03
Mathias Hergot,M,SBD,16.5,81.65,83,162.5,122.5,210.0,495.0,2016-12-10
Joar Finsaas,M,SBD,16.5,95.5,105,165.0,112.5,212.5,490.0,2016-12-10
Damian Steinke,M,SBD,18.5,103.6,105,255.0,160.0,300.0,715.0,2016-12-10
Gina Bakke Bolstad,F,SBD,28.0,65.8,72,165.0,85.0,167.5,417.5,2019-12-14
Ruth Sandbak Berge,F,SBD,23.5,71.8,72,150.0,80.0,175.0,405.0,2019-12-14
Magnus Eide Knutsen,M,SBD,20.5,82.8,83,180.0,145.0,200.0,525.0,2019-12-14
Thomas Lillejord,M,SBD,20.5,92.0,93,220.0,170.0,250.0,640.0,2019-12-14
Kristian Hansen Bruvik,M,SBD,24.5,104.8,105,260.0,145.0,290.0,695.0,2019-12-14
Karoline Tanche-Larsen,F,SBD,21.5,82.6,84,140.0,85.0,160.0,385.0,2017-02-18
Stine Liverød,F,SBD,24.5,71.5,72,160.0,95.0,165.0,420.0,2017-02-18
Helge Hansen,M,SBD,37.5,90.05,93,230.0,150.0,260.0,640.0,2017-02-18
Liv Caspersen,F,SBD,52.5,75.25,76,122.5,57.5,130.0,310.0,2022-11-20
Lars S. Kirkebøen,M,SBD,28.5,157.9,120+,285.0,180.0,335.0,800.0,2011-10-01
Sakar Hamawandi,F,SBD,32.5,46.93,47,110.0,75.0,142.0,327.0,2023-03-03
Gina Bakke Bolstad,F,SBD,31.5,56.87,57,157.5,80.0,160.0,397.5,2023-03-03
Lena Sjøl,F,SBD,25.5,62.35,63,155.0,87.5,185.0,427.5,2023-03-03
Frida Austigard Petersen,F,SBD,25.5,62.36,63,157.5,82.5,175.0,415.0,2023-03-03
Sunniva Nordskog,F,SBD,36.5,62.37,63,142.5,100.0,165.0,407.5,2023-03-03
Anna Nafisa Hjelle Skjenken,F,SBD,24.5,62.65,63,147.5,95.0,160.0,402.5,2023-03-03
Kamilla Kolvig,F,SBD,33.5,62.52,63,127.5,67.5,177.5,372.5,2023-03-03
